,timestamp,GW_Temp_PT_C,alphaQf,betaQfSd,betaQfMAD,yearMonth,wetQf,GW_Level_ft
80,6/10/2021 6:10,13.69,0,0,0,2021-06,0,3.82
81,6/10/2021 6:20,13.63,0,0,0,2021-06,0,3.82
82,6/10/2021 6:30,13.63,0,0,0,2021-06,0,3.82
83,6/10/2021 6:40,13.63,0,0,0,2021-06,0,3.82
84,6/10/2021 6:50,13.69,0,0,0,2021-06,0,3.82
85,6/10/2021 7:00,13.69,0,0,0,2021-06,0,3.82
86,6/10/2021 7:10,13.69,0,0,0,2021-06,0,3.82
87,6/10/2021 7:20,13.69,0,0,0,2021-06,0,3.82
88,6/10/2021 7:30,13.69,0,0,0,2021-06,0,3.82
89,6/10/2021 7:40,13.63,0,0,0,2021-06,0,3.82
90,6/10/2021 7:50,13.69,0,0,0,2021-06,0,3.82
91,6/10/2021 8:00,13.69,0,0,0,2021-06,0,3.82
92,6/10/2021 8:10,13.69,0,0,0,2021-06,0,3.82
93,6/10/2021 8:20,13.63,0,0,0,2021-06,0,3.82
94,6/10/2021 8:30,13.69,0,0,0,2021-06,0,3.82
95,6/10/2021 8:40,13.69,0,0,0,2021-06,0,3.82
96,6/10/2021 8:50,13.69,0,0,0,2021-06,0,3.82
97,6/10/2021 9:00,13.69,0,0,0,2021-06,0,3.82
98,6/10/2021 9:10,13.69,0,0,0,2021-06,0,3.82
99,6/10/2021 9:20,13.69,0,0,0,2021-06,0,3.82
100,6/10/2021 9:30,13.69,0,0,0,2021-06,0,3.82
101,6/10/2021 9:40,13.69,0,0,0,2021-06,0,3.82
102,6/10/2021 9:50,13.69,0,0,0,2021-06,0,3.82
103,6/10/2021 10:00,13.69,0,0,0,2021-06,0,3.83
104,6/10/2021 10:10,13.69,0,0,0,2021-06,0,3.82
105,6/10/2021 10:20,13.69,0,0,0,2021-06,0,3.83
106,6/10/2021 10:30,13.69,0,0,0,2021-06,0,3.83
107,6/10/2021 10:40,13.69,0,0,0,2021-06,0,3.83
108,6/10/2021 10:50,13.69,0,0,0,2021-06,0,3.83
109,6/10/2021 11:00,13.69,0,0,0,2021-06,0,3.82
110,6/10/2021 11:10,13.69,0,0,0,2021-06,0,3.83
111,6/10/2021 11:20,13.69,0,0,0,2021-06,0,3.83
112,6/10/2021 11:30,13.69,0,0,0,2021-06,0,3.83
113,6/10/2021 11:40,13.69,0,0,0,2021-06,0,3.83
114,6/10/2021 11:50,13.69,0,0,0,2021-06,0,3.83
115,6/10/2021 12:00,13.69,0,0,0,2021-06,0,3.82
116,6/10/2021 12:10,13.69,0,0,0,2021-06,0,3.82
117,6/10/2021 12:20,13.69,0,0,0,2021-06,0,3.83
118,6/10/2021 12:30,13.69,0,0,0,2021-06,0,3.83
119,6/10/2021 12:40,13.69,0,0,0,2021-06,0,3.83
120,6/10/2021 12:50,13.69,0,0,0,2021-06,0,3.83
121,6/10/2021 13:00,13.69,0,0,0,2021-06,0,3.83
122,6/10/2021 13:10,13.69,0,0,0,2021-06,0,3.83
123,6/10/2021 13:20,13.69,0,0,0,2021-06,0,3.83
124,6/10/2021 13:30,13.69,0,0,0,2021-06,0,3.83
125,6/10/2021 13:40,13.69,0,0,0,2021-06,0,3.82
126,6/10/2021 13:50,13.69,0,0,0,2021-06,0,3.82
127,6/10/2021 14:00,13.69,0,0,0,2021-06,0,3.82
128,6/10/2021 14:10,13.69,0,0,0,2021-06,0,3.82
129,6/10/2021 14:20,13.69,0,0,0,2021-06,0,3.82
130,6/10/2021 14:30,13.69,0,0,0,2021-06,0,3.82
131,6/10/2021 14:40,13.69,0,0,0,2021-06,0,3.82
132,6/10/2021 14:50,13.69,0,0,0,2021-06,0,3.82
133,6/10/2021 15:00,13.69,0,0,0,2021-06,0,3.82
134,6/10/2021 15:10,13.69,0,0,0,2021-06,0,3.82
135,6/10/2021 15:20,13.69,0,0,0,2021-06,0,3.83
136,6/10/2021 15:30,13.69,0,0,0,2021-06,0,3.82
137,6/10/2021 15:40,13.69,0,0,0,2021-06,0,3.82
138,6/10/2021 15:50,13.69,0,0,0,2021-06,0,3.82
139,6/10/2021 16:00,13.69,0,0,0,2021-06,0,3.82
140,6/10/2021 16:10,13.69,0,0,0,2021-06,0,3.82
141,6/10/2021 16:20,13.69,0,0,0,2021-06,0,3.82
142,6/10/2021 16:30,13.69,0,0,0,2021-06,0,3.82
143,6/10/2021 16:40,13.69,0,0,0,2021-06,0,3.82
144,6/10/2021 16:50,13.69,0,0,0,2021-06,0,3.81
145,6/10/2021 17:00,13.69,0,0,0,2021-06,0,3.81
146,6/10/2021 17:10,13.69,0,0,0,2021-06,0,3.81
147,6/10/2021 17:20,13.69,0,0,0,2021-06,0,3.81
148,6/10/2021 17:30,13.69,0,0,0,2021-06,0,3.81
149,6/10/2021 17:40,13.69,0,0,0,2021-06,0,3.81
150,6/10/2021 17:50,13.69,0,0,0,2021-06,0,3.81
151,6/10/2021 18:00,13.69,0,0,0,2021-06,0,3.8
152,6/10/2021 18:10,13.69,0,0,0,2021-06,0,3.81
153,6/10/2021 18:20,13.69,0,0,0,2021-06,0,3.8
154,6/10/2021 18:30,13.69,0,0,0,2021-06,0,3.8
155,6/10/2021 18:40,13.69,0,0,0,2021-06,0,3.8
156,6/10/2021 18:50,13.69,0,0,0,2021-06,0,3.8
157,6/10/2021 19:00,13.69,0,0,0,2021-06,0,3.8
158,6/10/2021 19:10,13.69,0,0,0,2021-06,0,3.8
159,6/10/2021 19:20,13.69,0,0,0,2021-06,0,3.8
160,6/10/2021 19:30,13.69,0,0,0,2021-06,0,3.8
161,6/10/2021 19:40,13.69,0,0,0,2021-06,0,3.8
162,6/10/2021 19:50,13.69,0,0,0,2021-06,0,3.8
163,6/10/2021 20:00,13.69,0,0,0,2021-06,0,3.8
164,6/10/2021 20:10,13.69,0,0,0,2021-06,0,3.8
165,6/10/2021 20:20,13.69,0,0,0,2021-06,0,3.8
166,6/10/2021 20:30,13.69,0,0,0,2021-06,0,3.79
167,6/10/2021 20:40,13.69,0,0,0,2021-06,1,3.8
168,6/10/2021 20:50,13.69,0,0,0,2021-06,0,3.8
169,6/10/2021 21:00,13.69,0,0,0,2021-06,0,3.79
170,6/10/2021 21:10,13.69,0,0,0,2021-06,0,3.8
171,6/10/2021 21:20,13.69,0,0,0,2021-06,0,3.8
172,6/10/2021 21:30,13.69,0,0,0,2021-06,0,3.79
173,6/10/2021 21:40,13.69,0,0,0,2021-06,0,3.79
174,6/10/2021 21:50,13.69,0,0,0,2021-06,0,3.79
175,6/10/2021 22:00,13.69,0,0,0,2021-06,0,3.79
176,6/10/2021 22:10,13.69,0,0,0,2021-06,0,3.79
177,6/10/2021 22:20,13.69,0,0,0,2021-06,0,3.79
178,6/10/2021 22:30,13.69,0,0,0,2021-06,0,3.79
179,6/10/2021 22:40,13.69,0,0,0,2021-06,0,3.79
180,6/10/2021 22:50,13.69,0,0,0,2021-06,0,3.79
181,6/10/2021 23:00,13.69,0,0,0,2021-06,0,3.79
182,6/10/2021 23:10,13.69,0,0,0,2021-06,0,3.79
183,6/10/2021 23:20,13.69,0,0,0,2021-06,0,3.79
184,6/10/2021 23:30,13.69,0,0,0,2021-06,0,3.79
185,6/10/2021 23:40,13.69,0,0,0,2021-06,0,3.79
186,6/10/2021 23:50,13.69,0,0,0,2021-06,0,3.79
187,6/11/2021 0:00,13.69,0,0,0,2021-06,0,3.79
188,6/11/2021 0:10,13.69,0,0,0,2021-06,0,3.79
189,6/11/2021 0:20,13.69,0,0,0,2021-06,0,3.79
190,6/11/2021 0:30,13.69,0,0,0,2021-06,0,3.79
191,6/11/2021 0:40,13.69,0,0,0,2021-06,0,3.79
192,6/11/2021 0:50,13.69,0,0,0,2021-06,0,3.79
193,6/11/2021 1:00,13.69,0,0,0,2021-06,0,3.79
194,6/11/2021 1:10,13.69,0,0,0,2021-06,0,3.79
195,6/11/2021 1:20,13.69,0,0,0,2021-06,0,3.79
196,6/11/2021 1:30,13.69,0,0,0,2021-06,0,3.79
197,6/11/2021 1:40,13.69,0,0,0,2021-06,0,3.79
198,6/11/2021 1:50,13.69,0,0,0,2021-06,0,3.79
199,6/11/2021 2:00,13.69,0,0,0,2021-06,0,3.79
200,6/11/2021 2:10,13.69,0,0,0,2021-06,0,3.79
201,6/11/2021 2:20,13.69,0,0,0,2021-06,0,3.79
202,6/11/2021 2:30,13.69,0,0,0,2021-06,0,3.8
203,6/11/2021 2:40,13.69,0,0,0,2021-06,0,3.8
204,6/11/2021 2:50,13.69,0,0,0,2021-06,0,3.8
205,6/11/2021 3:00,13.69,0,0,0,2021-06,0,3.8
206,6/11/2021 3:10,13.69,0,0,0,2021-06,0,3.8
207,6/11/2021 3:20,13.69,0,0,0,2021-06,0,3.8
208,6/11/2021 3:30,13.69,0,0,0,2021-06,0,3.8
209,6/11/2021 3:40,13.69,0,0,0,2021-06,0,3.8
210,6/11/2021 3:50,13.69,0,0,0,2021-06,0,3.8
211,6/11/2021 4:00,13.69,0,0,0,2021-06,0,3.8
212,6/11/2021 4:10,13.69,0,0,0,2021-06,0,3.8
213,6/11/2021 4:20,13.69,0,0,0,2021-06,0,3.8
214,6/11/2021 4:30,13.69,0,0,0,2021-06,0,3.8
215,6/11/2021 4:40,13.69,0,0,0,2021-06,0,3.8
216,6/11/2021 4:50,13.69,0,0,0,2021-06,0,3.8
217,6/11/2021 5:00,13.69,0,0,0,2021-06,0,3.8
218,6/11/2021 5:10,13.69,0,0,0,2021-06,0,3.8
219,6/11/2021 5:20,13.69,0,0,0,2021-06,0,3.8
220,6/11/2021 5:30,13.69,0,0,0,2021-06,0,-9999
221,6/11/2021 5:40,13.69,0,0,0,2021-06,0,-9999
222,6/11/2021 5:50,13.69,0,0,0,2021-06,0,3.81
223,6/11/2021 6:00,13.69,0,0,0,2021-06,0,3.81
224,6/11/2021 6:10,13.69,0,0,0,2021-06,0,3.81
225,6/11/2021 6:20,13.69,0,0,0,2021-06,0,3.81
226,6/11/2021 6:30,13.69,0,0,0,2021-06,0,3.81
227,6/11/2021 6:40,13.69,0,0,0,2021-06,0,3.81
228,6/11/2021 6:50,13.69,0,0,0,2021-06,0,3.81
229,6/11/2021 7:00,13.69,0,0,0,2021-06,0,3.81
230,6/11/2021 7:10,13.69,0,0,0,2021-06,0,3.81
231,6/11/2021 7:20,13.69,0,0,0,2021-06,0,3.81
232,6/11/2021 7:30,13.69,0,0,0,2021-06,0,3.81
233,6/11/2021 7:40,13.69,0,0,0,2021-06,0,3.81
234,6/11/2021 7:50,13.69,0,0,0,2021-06,0,3.81
235,6/11/2021 8:00,13.69,0,0,0,2021-06,0,3.81
236,6/11/2021 8:10,13.69,0,0,0,2021-06,0,3.81
237,6/11/2021 8:20,13.69,0,0,0,2021-06,0,3.81
238,6/11/2021 8:30,13.69,0,0,0,2021-06,0,3.81
239,6/11/2021 8:40,13.69,0,0,0,2021-06,0,3.81
240,6/11/2021 8:50,13.69,0,0,0,2021-06,0,3.81
241,6/11/2021 9:00,13.69,0,0,0,2021-06,0,3.81
242,6/11/2021 9:10,13.69,0,0,0,2021-06,0,3.81
243,6/11/2021 9:20,13.69,0,0,0,2021-06,0,3.81
244,6/11/2021 9:30,13.69,0,0,0,2021-06,0,3.81
245,6/11/2021 9:40,13.69,0,0,0,2021-06,0,3.81
246,6/11/2021 9:50,13.69,0,0,0,2021-06,0,3.81
247,6/11/2021 10:00,13.69,0,0,0,2021-06,0,3.81
248,6/11/2021 10:10,13.69,0,0,0,2021-06,0,3.81
249,6/11/2021 10:20,13.69,0,0,0,2021-06,0,3.81
250,6/11/2021 10:30,13.69,0,0,0,2021-06,0,3.81
251,6/11/2021 10:40,13.69,0,0,0,2021-06,0,3.81
252,6/11/2021 10:50,13.69,0,0,0,2021-06,0,3.81
253,6/11/2021 11:00,13.69,0,0,0,2021-06,0,3.81
254,6/11/2021 11:10,13.69,0,0,0,2021-06,0,3.81
255,6/11/2021 11:20,13.69,0,0,0,2021-06,0,3.81
256,6/11/2021 11:30,13.69,0,0,0,2021-06,0,3.81
257,6/11/2021 11:40,13.69,0,0,0,2021-06,0,3.81
258,6/11/2021 11:50,13.69,0,0,0,2021-06,0,3.81
259,6/11/2021 12:00,13.69,0,0,0,2021-06,0,3.81
260,6/11/2021 12:10,13.69,0,0,0,2021-06,0,3.81
261,6/11/2021 12:20,13.69,0,0,0,2021-06,0,3.81
262,6/11/2021 12:30,13.69,0,0,0,2021-06,0,3.81
263,6/11/2021 12:40,13.69,0,0,0,2021-06,0,3.81
264,6/11/2021 12:50,13.69,0,0,0,2021-06,0,3.81
265,6/11/2021 13:00,13.69,0,0,0,2021-06,0,3.81
266,6/11/2021 13:10,13.69,0,0,0,2021-06,0,3.81
267,6/11/2021 13:20,13.69,0,0,0,2021-06,0,3.81
268,6/11/2021 13:30,13.69,0,0,0,2021-06,0,3.81
269,6/11/2021 13:40,13.69,0,0,0,2021-06,0,3.81
270,6/11/2021 13:50,13.69,0,0,0,2021-06,0,3.81
271,6/11/2021 14:00,13.69,0,0,0,2021-06,0,3.81
272,6/11/2021 14:10,13.69,0,0,0,2021-06,0,3.81
273,6/11/2021 14:20,13.69,0,0,0,2021-06,0,3.81
274,6/11/2021 14:30,13.69,0,0,0,2021-06,0,3.81
275,6/11/2021 14:40,13.69,0,0,0,2021-06,0,3.81
276,6/11/2021 14:50,13.69,0,0,0,2021-06,0,3.81
277,6/11/2021 15:00,13.69,0,0,0,2021-06,0,3.81
278,6/11/2021 15:10,13.69,0,0,0,2021-06,0,3.81
279,6/11/2021 15:20,13.69,0,0,0,2021-06,0,3.81
280,6/11/2021 15:30,13.69,0,0,0,2021-06,0,3.81
281,6/11/2021 15:40,13.69,0,0,0,2021-06,0,3.8
282,6/11/2021 15:50,13.69,0,0,0,2021-06,0,3.8
283,6/11/2021 16:00,13.69,0,0,0,2021-06,0,3.8
284,6/11/2021 16:10,13.69,0,0,0,2021-06,0,3.8
285,6/11/2021 16:20,13.69,0,0,0,2021-06,0,3.8
286,6/11/2021 16:30,13.69,0,0,0,2021-06,0,3.8
287,6/11/2021 16:40,13.69,0,0,0,2021-06,0,3.8
288,6/11/2021 16:50,13.69,0,0,0,2021-06,0,3.8
289,6/11/2021 17:00,13.69,0,0,0,2021-06,0,3.8
290,6/11/2021 17:10,13.69,0,0,0,2021-06,0,3.8
291,6/11/2021 17:20,13.69,0,0,0,2021-06,0,3.8
292,6/11/2021 17:30,13.69,0,0,0,2021-06,0,3.8
293,6/11/2021 17:40,13.69,0,0,0,2021-06,0,3.8
294,6/11/2021 17:50,13.69,0,0,0,2021-06,0,3.8
295,6/11/2021 18:00,13.69,0,0,0,2021-06,0,3.79
296,6/11/2021 18:10,13.69,0,0,0,2021-06,0,3.79
297,6/11/2021 18:20,13.69,0,0,0,2021-06,0,3.8
298,6/11/2021 18:30,13.69,0,0,0,2021-06,0,3.79
299,6/11/2021 18:40,13.69,0,0,0,2021-06,0,3.79
300,6/11/2021 18:50,13.69,0,0,0,2021-06,0,3.79
301,6/11/2021 19:00,13.69,0,0,0,2021-06,0,3.8
302,6/11/2021 19:10,13.69,0,0,0,2021-06,0,3.8
303,6/11/2021 19:20,13.69,0,0,0,2021-06,0,3.8
304,6/11/2021 19:30,13.69,0,0,0,2021-06,0,3.8
305,6/11/2021 19:40,13.69,0,0,0,2021-06,0,3.8
306,6/11/2021 19:50,13.69,0,0,0,2021-06,0,3.8
307,6/11/2021 20:00,13.69,0,0,0,2021-06,0,3.8
308,6/11/2021 20:10,13.69,0,0,0,2021-06,0,3.8
309,6/11/2021 20:20,13.69,0,0,0,2021-06,0,3.8
310,6/11/2021 20:30,13.69,0,0,0,2021-06,0,3.8
311,6/11/2021 20:40,13.69,0,0,0,2021-06,0,3.8
312,6/11/2021 20:50,13.69,0,0,0,2021-06,0,3.8
313,6/11/2021 21:00,13.69,0,0,0,2021-06,0,3.8
314,6/11/2021 21:10,13.69,0,0,0,2021-06,0,3.8
315,6/11/2021 21:20,13.69,0,0,0,2021-06,0,3.8
316,6/11/2021 21:30,13.69,0,0,0,2021-06,0,3.8
317,6/11/2021 21:40,13.69,0,0,0,2021-06,0,3.8
318,6/11/2021 21:50,13.69,0,0,0,2021-06,0,3.8
319,6/11/2021 22:00,13.69,0,0,0,2021-06,0,3.8
320,6/11/2021 22:10,13.69,0,0,0,2021-06,0,3.8
321,6/11/2021 22:20,13.69,0,0,0,2021-06,0,3.8
322,6/11/2021 22:30,13.69,0,0,0,2021-06,0,3.8
323,6/11/2021 22:40,13.69,0,0,0,2021-06,0,3.8
324,6/11/2021 22:50,13.69,0,0,0,2021-06,0,3.8
325,6/11/2021 23:00,13.69,0,0,0,2021-06,0,3.8
326,6/11/2021 23:10,13.69,0,0,0,2021-06,0,3.8
327,6/11/2021 23:20,13.69,0,0,0,2021-06,0,3.8
328,6/11/2021 23:30,13.69,0,0,0,2021-06,0,3.8
329,6/11/2021 23:40,13.69,0,0,0,2021-06,0,-9999
330,6/11/2021 23:50,13.69,0,0,0,2021-06,0,3.79
331,6/12/2021 0:00,13.69,0,0,0,2021-06,0,-9999
332,6/12/2021 0:10,13.69,0,0,0,2021-06,0,3.79
333,6/12/2021 0:20,13.69,0,0,0,2021-06,0,3.79
334,6/12/2021 0:30,13.69,0,0,0,2021-06,0,3.79
335,6/12/2021 0:40,13.69,0,0,0,2021-06,0,3.79
336,6/12/2021 0:50,13.69,0,0,0,2021-06,0,3.79
337,6/12/2021 1:00,13.69,0,0,0,2021-06,0,3.79
338,6/12/2021 1:10,13.69,0,0,0,2021-06,0,3.79
339,6/12/2021 1:20,13.69,0,0,0,2021-06,0,3.79
340,6/12/2021 1:30,13.69,0,0,0,2021-06,0,3.79
341,6/12/2021 1:40,13.69,0,0,0,2021-06,0,3.79
342,6/12/2021 1:50,13.69,0,0,0,2021-06,0,3.79
343,6/12/2021 2:00,13.69,0,0,0,2021-06,0,3.79
344,6/12/2021 2:10,13.69,0,0,0,2021-06,0,3.79
345,6/12/2021 2:20,13.69,0,0,0,2021-06,0,3.79
346,6/12/2021 2:30,13.69,0,0,0,2021-06,0,3.79
347,6/12/2021 2:40,13.69,0,0,0,2021-06,0,3.79
348,6/12/2021 2:50,13.69,0,0,0,2021-06,0,3.79
349,6/12/2021 3:00,13.69,0,0,0,2021-06,0,3.79
350,6/12/2021 3:10,13.69,0,0,0,2021-06,0,3.79
351,6/12/2021 3:20,13.69,0,0,0,2021-06,0,3.8
352,6/12/2021 3:30,13.69,0,0,0,2021-06,0,3.8
353,6/12/2021 3:40,13.69,0,0,0,2021-06,0,3.8
354,6/12/2021 3:50,13.69,0,0,0,2021-06,0,3.8
355,6/12/2021 4:00,13.69,0,0,0,2021-06,0,3.8
356,6/12/2021 4:10,13.69,0,0,0,2021-06,0,3.8
357,6/12/2021 4:20,13.69,0,0,0,2021-06,0,3.8
358,6/12/2021 4:30,13.69,0,0,0,2021-06,0,3.8
359,6/12/2021 4:40,13.69,0,0,0,2021-06,0,3.8
360,6/12/2021 4:50,13.69,0,0,0,2021-06,0,3.8
361,6/12/2021 5:00,13.69,0,0,0,2021-06,0,3.8
362,6/12/2021 5:10,13.69,0,0,0,2021-06,0,3.8
363,6/12/2021 5:20,13.69,0,0,0,2021-06,0,3.8
364,6/12/2021 5:30,13.69,0,0,0,2021-06,0,3.8
365,6/12/2021 5:40,13.69,0,0,0,2021-06,0,3.8
366,6/12/2021 5:50,13.69,0,0,0,2021-06,0,3.8
367,6/12/2021 6:00,13.69,0,0,0,2021-06,0,3.8
368,6/12/2021 6:10,13.69,0,0,0,2021-06,0,3.8
369,6/12/2021 6:20,13.69,0,0,0,2021-06,0,3.8
370,6/12/2021 6:30,13.69,0,0,0,2021-06,0,3.8
371,6/12/2021 6:40,13.69,0,0,0,2021-06,0,3.8
372,6/12/2021 6:50,13.69,0,0,0,2021-06,0,3.8
373,6/12/2021 7:00,13.69,0,0,0,2021-06,0,3.8
374,6/12/2021 7:10,13.69,0,0,0,2021-06,0,3.8
375,6/12/2021 7:20,13.69,0,0,0,2021-06,0,3.8
376,6/12/2021 7:30,13.69,0,0,0,2021-06,0,3.8
377,6/12/2021 7:40,13.69,0,0,0,2021-06,0,3.8
378,6/12/2021 7:50,13.69,0,0,0,2021-06,0,3.8
379,6/12/2021 8:00,13.69,0,0,0,2021-06,0,3.8
380,6/12/2021 8:10,13.69,0,0,0,2021-06,0,3.8
381,6/12/2021 8:20,13.69,0,0,0,2021-06,0,3.8
382,6/12/2021 8:30,13.69,0,0,0,2021-06,0,3.8
383,6/12/2021 8:40,13.69,0,0,0,2021-06,0,3.8
384,6/12/2021 8:50,13.69,0,0,0,2021-06,0,3.8
385,6/12/2021 9:00,13.69,0,0,0,2021-06,0,3.8
386,6/12/2021 9:10,13.69,0,0,0,2021-06,0,3.8
387,6/12/2021 9:20,13.69,0,0,0,2021-06,0,3.8
388,6/12/2021 9:30,13.69,0,0,0,2021-06,0,3.8
389,6/12/2021 9:40,13.69,0,0,0,2021-06,0,3.8
390,6/12/2021 9:50,13.69,0,0,0,2021-06,0,3.8
391,6/12/2021 10:00,13.69,0,0,0,2021-06,0,3.8
392,6/12/2021 10:10,13.69,0,0,0,2021-06,0,3.8
393,6/12/2021 10:20,13.69,0,0,0,2021-06,0,3.8
394,6/12/2021 10:30,13.69,0,0,0,2021-06,0,3.8
395,6/12/2021 10:40,13.69,0,0,0,2021-06,0,3.8
396,6/12/2021 10:50,13.69,0,0,0,2021-06,0,3.8
397,6/12/2021 11:00,13.69,0,0,0,2021-06,0,3.8
398,6/12/2021 11:10,13.69,0,0,0,2021-06,0,3.8
399,6/12/2021 11:20,13.69,0,0,0,2021-06,0,3.8
400,6/12/2021 11:30,13.69,0,0,0,2021-06,0,3.8
401,6/12/2021 11:40,13.69,0,0,0,2021-06,0,3.8
402,6/12/2021 11:50,13.69,0,0,0,2021-06,0,3.8
403,6/12/2021 12:00,13.69,0,0,0,2021-06,0,3.8
404,6/12/2021 12:10,13.69,0,0,0,2021-06,0,3.8
405,6/12/2021 12:20,13.69,0,0,0,2021-06,0,3.8
406,6/12/2021 12:30,13.69,0,0,0,2021-06,0,3.8
407,6/12/2021 12:40,13.69,0,0,0,2021-06,0,3.8
408,6/12/2021 12:50,13.69,0,0,0,2021-06,0,3.8
